reviewer,description,rating,review_date
hira sups,great,5.0,4 years ago
Alan Kernes,"First, we purchased our CR-V in 2013 at Concord Honda and have had all service completed by them. Our last visit was for an oil change and tire rotate. I called to make an appointment, getting exactly the day and time I desired. Upon …",5.0,4 years ago
Melanie Quion,"This dealership had the best selection in models and colors.  We got exactly what we wanted in a relaxed and comfortable, non pressure atmosphere.  A great team of specialist that make things happen smoothly!  We highly recommend Concord Honda!",5.0,4 years ago
trentmatt43,Pleasant finished on time. Great service,5.0,4 years ago
Michael Han,I've been loyal customer of Concord Honda for last 4 years.  I go to them exclusively for all of my Honda needs.  I choose to go to concord Honda because you can always count them for a high quality and consistent customer service.  They do …,5.0,4 years ago
J,"I'm not a fan of needing to get my car serviced, I usually do it myself or go to Lexus because I have family who works there but Ricky made my experience smooth and professional. He really took care of me and made me feel like I mattered. …",5.0,4 years ago
Kevin Blatter,"I am generally very guarded when going to a car dealership for service - always on the lookout for ""hidden"" charges or the service representative going for the upsell. …",5.0,4 years ago
yuko lau,,5.0,4 years ago
Colleen Majors,Fast service!,5.0,4 years ago
Danny D'sa,I recently bought a 2016 Honda Odyssey. I ended up paying $500 more than previously discussed because of some miscommunication but it was not a bad deal. …,4.0,4 years ago
Jonah Brassea,"Just purchased our Honda Odyssey SE from Concord Honda. Our sales representatives name is Vincent Johnson. He was very patient with us throughout the whole process. He was not pushy, and he felt very sincere. He works well with other sales …",5.0,4 years ago
Ru Kat,,5.0,4 years ago
Katherine Ware,,5.0,4 years ago
Linda Vida,I have my Honda serviced on a regular basis at Concord Honda. They are efficient and knowledgeable and it's easy to make an appointment.  They even make it easy to get in without an appointment if something unexpected comes up with your car.,4.0,4 years ago
Chris Duenas,"Bought a used Odyssey. Great experience overall. Nice vehicle, priced well, friendly staff, excellent service. I would definitely go back to buy a vehicle.",5.0,4 years ago
Gretchen Kryss-Peak,"Skarland was wonderful, helpful, and knowledgeable regarding all of the services she was recommending. She made sure that my maintenance plan met my needs, financially and timewise. Overall great experience and would recommend Concord Honda! Thanks!",5.0,4 years ago
Joshua Massey,,5.0,4 years ago
Shannon Ball,Concord Honda was great! Took my car in for a recall and they were very professional and friendly. I would definitely recommend them and will go back there if needed.,5.0,4 years ago
Gladys Fiestaa,,5.0,4 years ago
David Cheek,"This is the most professional and precise service experience I've had. After owning BMW, INFINITI and a couple American brands that nailed me for every little thing this is a breath of fresh air. The facility is spaceious and SPOTLESS. …",1.0,4 years ago
Michelle Gosney,"I had a great experience at Concord Honda. Had a nail in my tire and they repaired it quickly and efficiently. And most importantly, they were the least expensive of all locations at I found.  Thanks Tom for your help!",5.0,4 years ago
James K. Williams SR,Worst service ever!!!  The web site says that the Concord Honda opens at 9:00 AM.   Calling Concord Honda and it does not mention the service hours at all.  I finally got in touch with the service department by phone on Saturday morning a …,1.0,4 years ago
Peggy Eyres,"I'd like to thank Wasif Khan at  Concord Honda in CA.  He is very knowledgeable, helpful and curteous.  He keeps my car running at its best by knowing when it is time for special maintenance needs and what we can push out a few months that help me keep my finances in line.  Wasif is the BEST.   Thank you Wasif for all your support!",5.0,4 years ago
Jeff G,I set an appointment one hour ahead to see a used Nissan Altima sl. Great. I show up to concord Honda and they do not have the car ready. Ok I can wait a bit. Next the manager joins us and tells me that someone already bought the car an hour and half earlier. Fantastic. Now I feel disappointed and leave.,2.0,4 years ago
jeffrey torchia,Since moving to this area I first met Kelly my service advisor I was impressed.  First they did a thorough evaluation and service they found a couple of impending needs that were previously overlooked. The brakes I thought were worn I was …,5.0,4 years ago
sharon kane,Skarland was great! Very informative.,5.0,4 years ago
pjs,"I love going to the Honda dealership. Because I know I get high quality maintenance on my car. The associate are very nice, and knowledgeable. However, I was a lil annoyed that my service advisor forgot to put me on the waiting list for a …",5.0,4 years ago
juvy cobol,Rich Johnson was very accommodating. He did great when it comes to customer service. Would recommend this dealership to friends and family.,5.0,4 years ago
Cali High707,,5.0,4 years ago
Edgar R Sagastume,,5.0,4 years ago
Tiana Renee,"Awesome service received from Anthony Morin & Juanito. I was glad I encountered these two. They were so personable. I got an even better deal than I anticipated, and told me about all the ways I could save, when they actually could've …",5.0,4 years ago
Alma Lopez,"Great Service, staff are very nice and friendly even at 7:00 am",5.0,4 years ago
Jasbir Kaur,"Concord Honda is great purchasing Honda's, they have the best sales person especially Ali Maloky, he is really good with customers and meeting your needs. The service department could use little bit of help, because they are so busy and …",5.0,4 years ago
Ana Herrera,Rick Kreiser was awesome! Definitely took care of my car's needs. Will be seeking him out from now on. Thanks Rick!,5.0,4 years ago
larry friel,"the service was excellent for quality.  However, it took me 2 hours and 20 minutes even though I had a 7am appointment.  This is not acceptable but not a pattern at this shop.  I was told they would have me out by 8:30 so a delay of nearly an hour",3.0,4 years ago
Martha Olivares,Yesterday was the first time taking my car to be serviced after purchasing almost a year ago.,5.0,4 years ago
Emily Lawrence,,5.0,4 years ago
Laurence Jackson,"When me and my friend arrived at Concord Honda, we was  greeted nicely by this man name Vincent Johnson. He was very kind. I told him I wanted a Honda civic ex turbo  and he got it for me right away and not only that, he got the color that …",5.0,4 years ago
Sheri Talusik,,5.0,4 years ago
Nineveh Shabbas,,5.0,4 years ago
Mayra Navarro,"I always have a good experience with Honda service. But this time I got help from Kelly. She made it even better! She was great, very helpful and nice! :) 5 stars to her! Not forget to mention Julio is always so nice and welcoming!",5.0,4 years ago
June Jefferson MCM Enthusiast,"This was by far the easiest car purchase of my life. I knew they had the car I wanted online, salesman Ali called me and confirmed was there.Was treated professionally and w/ kindness. Financing was great and the woman who assisted us w/ that was very friendly and made it a smooth transaction. I'm very satisfied!",5.0,4 years ago
Adriana M.,,5.0,4 years ago
Jeff Cowling,"Cosigned on a used 2013 Honda Civic LX for my daughter. I dreaded the visit to the dealership. Our experience was very pleasant, however, and there was not much haggling with the Sonic prices. Juanito was our credit manager who appeared …",5.0,4 years ago
Nicefora Sevilla,,4.0,4 years ago
Micaela Bartolome,,5.0,4 years ago
Lloyd Carnigan,I just purchased a new Honda Accord LX from this dealership. The sales person Manny Malhi and the rest of the team were very friendly and professional.  They gave me the best deal possible and made the whole experience very easy and …,5.0,4 years ago
Kent Brown,,5.0,4 years ago
Jennifer Garcia,Everyone there is very pleasant. They all seemed happy to be there as well as help customers. We worked with Kelly F. she gave excellent customer service and was very good at keeping us updated about the service of my car.,5.0,4 years ago
Maria T,,5.0,4 years ago
Lauren Talbert,"My mom and I had a fantastic time and found a fantastic car at Concord Honda. The associate who helped us, Anthony, was super nice, helpful and charismatic. He helped us find a car better than the one we were looking for and made the …",5.0,4 years ago
Tony Smith,Fantastic experience! I bought my CRV in January with incredible service and went in for my FREE oil change and was very impressed. The staff was extremely kind and accommodating and they even had a nice coffee and latte machine and a big screen TV during the wait!,5.0,4 years ago
Larry C,Excellent service from adjuster Kamm.,5.0,4 years ago
Steve Blair,"I read with interest Cameron Larner's review, who felt he was ripped of being charged $460 for front and rear pads being replaced--when he had other quotes around for $330.   After a previous bad experience with the service department, I …",2.0,4 years ago
